"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\adcfs1\Line"	"24758"	"255423"	"2011944939878"	"1491"	"23249812594"	"253932"	"1988695127284"	"234617"	"1853260977071"	"217991"	"1697075255657"	"172040"	"832780259167"	"117890"	"324685813629"	"65375"	"142053673665"	"46059"	"94731413993"	"38925"	"67053175086"	"28516"	"43179372587"	"25841"	"41244590419"
"\\adcfs1\PD_DistMgmt"	"172824"	"1335848"	"4701557365482"	"76149"	"318391890608"	"1259699"	"4383165474874"	"1152769"	"3802043545778"	"1037930"	"3278085505747"	"927041"	"2733106926691"	"836932"	"2324679718603"	"698562"	"1887415917621"	"530303"	"1361477123932"	"373357"	"839671078461"	"295420"	"502859988445"	"236158"	"312752043077"
"\\adcfs1\Reference"	"12"	"301"	"33824520330"	"0"	"0"	"301"	"33824520330"	"301"	"33824520330"	"301"	"33824520330"	"301"	"33824520330"	"295"	"32283014740"	"11"	"336259192"	"11"	"336259192"	"11"	"336259192"	"0"	"0"	"0"	"0"
"\\adcfs1\Shares$"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\adcfs1\Studies"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\adcfs1\UpdateManager"	"5917"	"173715"	"29504800755"	"4013"	"4403237088"	"169702"	"25101563667"	"167546"	"17645876903"	"149999"	"11431421568"	"139608"	"9987752642"	"136216"	"7964815666"	"103653"	"7075286726"	"86358"	"5742825685"	"82584"	"5205565495"	"80768"	"4975290096"	"72598"	"4491359893"
"\\adcfs1\Xchange"	"32"	"107"	"4245743195"	"103"	"4245519223"	"4"	"223972"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
