red,BM,loc,comentario,categoria,rootnet,NetIPN,Mask,MaskedNetIPN
4.1.43.32,29,VAN,"WAN BLOCK",public,0,67185440,4294967288,67185440
4.1.212.224,29,APL,"WAN BLOCK",public,0,67228896,4294967288,67228896
4.2.121.224,28,CH3,"AS 3356",public,0,67271136,4294967280,67271136
4.2.228.12,30,RIC,"LAN BLOCK",public,0,67298316,4294967292,67298316
4.4.75.72,29,DEN,"LAN BLOCK",public,1,67390280,4294967288,67390280
4.4.75.72,31,DEN,NULL,public,0,67390280,4294967294,67390280
4.4.75.74,31,DEN,NULL,public,0,67390282,4294967294,67390282
4.4.75.76,31,DEN,NULL,public,0,67390284,4294967294,67390284
4.4.75.78,31,DEN,NULL,public,0,67390286,4294967294,67390286
4.7.154.8,30,CIN,"LAN BLOCK",public,0,67607048,4294967292,67607048
4.7.193.116,30,APL,"LAN BLOCK",public,0,67617140,4294967292,67617140
4.8.92.0,29,SAT,"WAN BLOCK",public,0,67656704,4294967288,67656704
4.8.107.224,29,RIC,"WAN BLOCK",public,0,67660768,4294967288,67660768
4.8.135.208,29,MIN,"WAN BLOCK",public,0,67667920,4294967288,67667920
4.8.205.120,29,BIL,"WAN BLOCK",public,0,67685752,4294967288,67685752
4.8.217.56,29,PHX,"WAN BLOCK",public,0,67688760,4294967288,67688760
4.8.229.208,29,CLK,"WAN BLOCK",public,0,67691984,4294967288,67691984
4.17.252.236,30,VAN,"LAN BLOCK",public,0,68287724,4294967292,68287724
4.18.111.8,29,PHX,"LAN BLOCK",public,0,68316936,4294967288,68316936
4.28.95.24,29,STL,"LAN BLOCK",public,1,68968216,4294967288,68968216
4.28.95.24,31,STL,NULL,public,0,68968216,4294967294,68968216
4.28.95.26,31,STL,NULL,public,0,68968218,4294967294,68968218
4.28.95.28,31,STL,NULL,public,0,68968220,4294967294,68968220
4.28.95.30,31,STL,NULL,public,0,68968222,4294967294,68968222
4.36.87.100,30,MIN,"LAN BLOCK",public,0,69490532,4294967292,69490532
4.36.223.192,29,HLY,"WAN BLOCK",public,0,69525440,4294967288,69525440
4.36.223.192,29,HLY,"WAN BLOCK",public,1,69525440,4294967288,69525440
4.36.223.200,29,HLY,"LAN BLOCK",public,1,69525448,4294967288,69525448
4.36.223.200,31,HLY,NULL,public,0,69525448,4294967294,69525448
4.36.223.202,31,HLY,NULL,public,0,69525450,4294967294,69525450
4.36.223.204,31,HLY,NULL,public,0,69525452,4294967294,69525452
4.36.223.206,31,HLY,NULL,public,0,69525454,4294967294,69525454
4.37.29.200,30,COL,"LAN BLOCK",public,0,69541320,4294967292,69541320
4.37.53.128,28,BOI,"WAN BLOCK",public,1,69547392,4294967280,69547392
4.37.53.128,28,BOI,"WAN BLOCK AS 209",public,0,69547392,4294967280,69547392
4.37.80.28,30,SAT,"LAN BLOCK",public,0,69554204,4294967292,69554204
4.37.117.148,30,BIL,"LAN BLOCK",public,0,69563796,4294967292,69563796
4.37.211.168,29,BOI,"LAN BLOCK",public,1,69587880,4294967288,69587880
4.37.211.168,31,BOI,NULL,public,0,69587880,4294967294,69587880
4.37.211.170,31,BOI,NULL,public,0,69587882,4294967294,69587882
4.37.211.172,31,BOI,NULL,public,0,69587884,4294967294,69587884
4.37.211.174,31,BOI,NULL,public,0,69587886,4294967294,69587886
4.38.114.0,28,SE4,"AS 3356",public,0,69628416,4294967280,69628416
4.39.68.208,29,STL,"WAN BLOCK",public,0,69682384,4294967288,69682384
4.39.68.208,29,STL,"WAN BLOCK",public,1,69682384,4294967288,69682384
4.42.93.216,29,DEN,"WAN BLOCK",public,1,69885400,4294967288,69885400
4.42.93.216,29,DEN,"WAN BLOCK",public,0,69885400,4294967288,69885400
4.43.209.80,29,COL,"WAN BLOCK",public,0,69980496,4294967288,69980496
4.43.211.24,29,CIN,"WAN BLOCK",public,0,69980952,4294967288,69980952
4.49.73.8,30,ORL,"LAN BLOCK",public,0,70338824,4294967292,70338824
4.59.237.40,29,ATL,"WAN BLOCK",public,0,71036200,4294967288,71036200
4.71.29.144,30,ATL,"LAN BLOCK",public,0,71769488,4294967292,71769488
4.79.34.180,30,SAN,"LAN BLOCK",public,0,72295092,4294967292,72295092
4.96.108.184,30,SLC,"LAN BLOCK",public,0,73428152,4294967292,73428152
10.0.62.0,26,AST,NULL,corp,0,167788032,4294967232,167788032
10.0.62.0,23,AST,NULL,corp,1,167788032,4294966784,167788032
10.0.62.64,29,AST,NULL,corp,0,167788096,4294967288,167788096
10.0.62.72,30,AST,NULL,corp,0,167788104,4294967292,167788104
10.0.62.128,26,AST,NULL,corp,0,167788160,4294967232,167788160
10.0.62.192,26,AST,NULL,corp,0,167788224,4294967232,167788224
10.0.63.0,25,AST,NULL,corp,0,167788288,4294967168,167788288
10.0.63.128,25,AST,NULL,corp,0,167788416,4294967168,167788416
10.0.74.0,23,FTL,,corp,1,167791104,4294966784,167791104
10.0.74.0,26,FTL,NULL,corp,0,167791104,4294967232,167791104
10.0.74.64,29,FTL,NULL,corp,0,167791168,4294967288,167791168
10.0.74.72,30,FTL,NULL,corp,0,167791176,4294967292,167791176
10.0.74.128,26,FTL,NULL,corp,0,167791232,4294967232,167791232
10.0.74.192,26,FTL,NULL,corp,0,167791296,4294967232,167791296
10.0.75.0,25,FTL,NULL,corp,0,167791360,4294967168,167791360
10.0.75.128,25,FTL,NULL,corp,0,167791488,4294967168,167791488
10.0.124.0,23,COL,,corp,1,167803904,4294966784,167803904
10.0.128.0,23,RIC,,corp,1,167804928,4294966784,167804928
10.0.134.0,23,AUG,,corp,1,167806464,4294966784,167806464
10.0.144.0,23,BIR,,corp,1,167809024,4294966784,167809024
10.0.146.0,23,TYL,,corp,1,167809536,4294966784,167809536
10.0.148.0,23,ROA,,corp,1,167810048,4294966784,167810048
10.0.148.0,26,ROA,NULL,corp,0,167810048,4294967232,167810048
10.0.148.64,29,ROA,NULL,corp,0,167810112,4294967288,167810112
10.0.148.72,30,ROA,,corp,0,167810120,4294967292,167810120
10.0.148.128,26,ROA,NULL,corp,0,167810176,4294967232,167810176
10.0.148.192,26,ROA,NULL,corp,0,167810240,4294967232,167810240
10.0.149.0,25,ROA,NULL,corp,0,167810304,4294967168,167810304
10.0.149.128,25,ROA,NULL,corp,0,167810432,4294967168,167810432
10.1.4.0,23,SAT,,corp,1,167838720,4294966784,167838720
10.1.88.0,26,OPK,NULL,corp,0,167860224,4294967232,167860224
10.1.88.0,21,OPK,,corp,1,167860224,4294965248,167860224
10.1.88.64,29,OPK,NULL,corp,0,167860288,4294967288,167860288
10.1.88.72,29,OPK,NULL,corp,0,167860296,4294967288,167860296
10.1.89.0,25,OPK,NULL,corp,0,167860480,4294967168,167860480
10.1.89.128,25,OPK,NULL,corp,0,167860608,4294967168,167860608
10.1.90.0,27,OPK,NULL,corp,0,167860736,4294967264,167860736
10.1.91.0,24,OPK,NULL,corp,0,167860992,4294967040,167860992
10.1.92.0,23,OPK,NULL,corp,0,167861248,4294966784,167861248
10.1.94.0,24,OPK,NULL,corp,0,167861760,4294967040,167861760
10.1.95.0,24,OPK,NULL,corp,0,167862016,4294967040,167862016
10.2.2.0,23,zLAB-OUTLET,"WSP REIP",test,1,167903744,4294966784,167903744
10.2.2.0,26,zLAB-OUTLET,NULL,test,0,167903744,4294967232,167903744
10.2.2.72,30,zLAB-OUTLET,NULL,test,0,167903816,4294967292,167903816
10.2.2.128,26,zLAB-OUTLET,NULL,test,0,167903872,4294967232,167903872
10.2.2.192,26,zLAB-OUTLET,NULL,test,0,167903936,4294967232,167903936
10.2.3.0,25,zLAB-OUTLET,NULL,test,0,167904000,4294967168,167904000
10.2.3.128,25,zLAB-OUTLET,NULL,test,0,167904128,4294967168,167904128
10.2.6.0,24,BOI,"POC Chris Dyer",prod,1,167904768,4294967040,167904768
10.2.10.0,23,VAN,NULL,corp,1,167905792,4294966784,167905792
10.2.24.0,22,zLAB-OFFICE,,test,1,167909376,4294966272,167909376
10.2.24.0,26,zLAB-OFFICE,NULL,test,0,167909376,4294967232,167909376
10.2.24.64,29,zLAB-OFFICE,NULL,test,0,167909440,4294967288,167909440
10.2.25.0,26,zLAB-OFFICE,NULL,test,0,167909632,4294967232,167909632
10.2.25.64,26,zLAB-OFFICE,NULL,test,0,167909696,4294967232,167909696
10.2.25.192,27,zLAB-OFFICE,NULL,test,0,167909824,4294967264,167909824
10.2.26.0,24,zLAB-OFFICE,NULL,test,0,167909888,4294967040,167909888
10.2.27.0,24,zLAB-OFFICE,NULL,test,0,167910144,4294967040,167910144
10.2.28.0,22,DEN,NULL,corp,1,167910400,4294966272,167910400
10.2.80.0,21,BOI,NULL,corp,1,167923712,4294965248,167923712
10.2.128.0,21,STL,NULL,corp,1,167936000,4294965248,167936000
10.2.136.0,26,SAN,,corp,0,167938048,4294967232,167938048
10.2.136.0,23,SAN,NULL,corp,1,167938048,4294966784,167938048
10.2.136.64,29,SAN,,corp,0,167938112,4294967288,167938112
10.2.136.72,30,SAN,,corp,0,167938120,4294967292,167938120
10.2.136.96,27,SAN,NULL,corp,0,167938144,4294967264,167938144
10.2.136.128,26,SAN,,corp,0,167938176,4294967232,167938176
10.2.136.192,26,SAN,,corp,0,167938240,4294967232,167938240
10.2.137.0,25,SAN,,corp,0,167938304,4294967168,167938304
10.2.137.128,25,SAN,,corp,0,167938432,4294967168,167938432
10.2.138.0,23,AUS,,corp,1,167938560,4294966784,167938560
10.2.138.0,26,AUS,,corp,0,167938560,4294967232,167938560
10.2.138.64,29,AUS,,corp,0,167938624,4294967288,167938624
10.2.138.72,30,AUS,,corp,0,167938632,4294967292,167938632
10.2.138.128,26,AUS,,corp,0,167938688,4294967232,167938688
10.2.138.192,26,AUS,,corp,0,167938752,4294967232,167938752
10.2.139.0,25,AUS,,corp,0,167938816,4294967168,167938816
10.2.139.128,25,AUS,,corp,0,167938944,4294967168,167938944
10.2.142.0,26,BIL,NULL,corp,0,167939584,4294967232,167939584
10.2.142.0,23,BIL,NULL,corp,1,167939584,4294966784,167939584
10.2.142.64,29,BIL,NULL,corp,0,167939648,4294967288,167939648
10.2.142.72,30,BIL,NULL,corp,0,167939656,4294967292,167939656
10.2.142.96,27,BIL,NULL,corp,0,167939680,4294967264,167939680
10.2.142.128,26,BIL,NULL,corp,0,167939712,4294967232,167939712
10.2.142.192,26,BIL,NULL,corp,0,167939776,4294967232,167939776
10.2.143.0,25,BIL,NULL,corp,0,167939840,4294967168,167939840
10.2.143.128,25,BIL,NULL,corp,0,167939968,4294967168,167939968
10.2.152.0,22,PTL,NULL,corp,1,167942144,4294966272,167942144
10.2.156.0,23,ATL,NULL,corp,1,167943168,4294966784,167943168
10.2.156.0,26,ATL,corp,corp,0,167943168,4294967232,167943168
10.2.156.64,29,ATL,corp,corp,0,167943232,4294967288,167943232
10.2.156.72,30,ATL,corp,corp,0,167943240,4294967292,167943240
10.2.156.128,26,ATL,corp,corp,0,167943296,4294967232,167943296
10.2.156.192,26,ATL,corp,corp,0,167943360,4294967232,167943360
10.2.157.0,25,ATL,corp,corp,0,167943424,4294967168,167943424
10.2.157.128,25,ATL,corp,corp,0,167943552,4294967168,167943552
10.2.158.0,23,ORL,NULL,corp,1,167943680,4294966784,167943680
10.2.158.0,26,ORL,NULL,corp,0,167943680,4294967232,167943680
10.2.158.64,29,ORL,NULL,corp,0,167943744,4294967288,167943744
10.2.158.72,30,ORL,NULL,corp,0,167943752,4294967292,167943752
10.2.158.96,27,ORL,NULL,corp,0,167943776,4294967264,167943776
10.2.158.128,26,ORL,NULL,corp,0,167943808,4294967232,167943808
10.2.158.192,26,ORL,NULL,corp,0,167943872,4294967232,167943872
10.2.159.0,25,ORL,NULL,corp,0,167943936,4294967168,167943936
10.2.159.128,25,ORL,NULL,corp,0,167944064,4294967168,167944064
10.2.160.0,21,HLY,NULL,corp,1,167944192,4294965248,167944192
10.2.160.0,26,HLY,NULL,corp,0,167944192,4294967232,167944192
10.2.160.64,29,HLY,NULL,corp,0,167944256,4294967288,167944256
10.2.160.72,29,HLY,NULL,corp,0,167944264,4294967288,167944264
10.2.161.0,25,HLY,NULL,corp,0,167944448,4294967168,167944448
10.2.161.128,25,HLY,NULL,corp,0,167944576,4294967168,167944576
10.2.162.0,27,HLY,NULL,corp,0,167944704,4294967264,167944704
10.2.163.0,24,HLY,NULL,corp,0,167944960,4294967040,167944960
10.2.164.0,23,HLY,NULL,corp,0,167945216,4294966784,167945216
10.2.166.0,24,HLY,NULL,corp,0,167945728,4294967040,167945728
10.2.167.0,24,HLY,NULL,corp,0,167945984,4294967040,167945984
10.2.184.0,22,HOU,NULL,corp,1,167950336,4294966272,167950336
10.2.188.0,26,PLV,NULL,corp,0,167951360,4294967232,167951360
10.2.188.0,23,PLV,NULL,corp,1,167951360,4294966784,167951360
10.2.188.64,29,PLV,NULL,corp,0,167951424,4294967288,167951424
10.2.188.72,30,PLV,NULL,corp,0,167951432,4294967292,167951432
10.2.188.128,26,PLV,NULL,corp,0,167951488,4294967232,167951488
10.2.188.192,26,PLV,NULL,corp,0,167951552,4294967232,167951552
10.2.189.0,25,PLV,NULL,corp,0,167951616,4294967168,167951616
10.2.189.128,25,PLV,NULL,corp,0,167951744,4294967168,167951744
10.2.190.0,23,MIN,NULL,corp,1,167951872,4294966784,167951872
10.2.190.0,26,MIN,NULL,corp,0,167951872,4294967232,167951872
10.2.190.64,29,MIN,NULL,corp,0,167951936,4294967288,167951936
10.2.190.72,30,MIN,NULL,corp,0,167951944,4294967292,167951944
10.2.190.128,26,MIN,NULL,corp,0,167952000,4294967232,167952000
10.2.190.192,26,MIN,NULL,corp,0,167952064,4294967232,167952064
10.2.191.0,25,MIN,NULL,corp,0,167952128,4294967168,167952128
10.2.191.128,25,MIN,NULL,corp,0,167952256,4294967168,167952256
10.2.208.0,22,FRE,NULL,corp,1,167956480,4294966272,167956480
10.2.212.0,22,FTW,,corp,1,167957504,4294966272,167957504
10.2.216.0,22,FMC,,corp,1,167958528,4294966272,167958528
10.2.220.0,23,CLK,,corp,1,167959552,4294966784,167959552
10.2.222.0,26,PHX,NULL,corp,0,167960064,4294967232,167960064
10.2.222.0,23,PHX,,corp,1,167960064,4294966784,167960064
10.2.222.64,29,PHX,NULL,corp,0,167960128,4294967288,167960128
10.2.222.72,30,PHX,NULL,corp,0,167960136,4294967292,167960136
10.2.222.128,26,PHX,NULL,corp,0,167960192,4294967232,167960192
10.2.222.192,26,PHX,NULL,corp,0,167960256,4294967232,167960256
10.2.223.0,25,PHX,NULL,corp,0,167960320,4294967168,167960320
10.2.223.128,25,PHX,NULL,corp,0,167960448,4294967168,167960448
10.2.224.0,22,BOS,,corp,1,167960576,4294966272,167960576
10.2.224.0,26,BOS,NULL,corp,0,167960576,4294967232,167960576
10.2.224.64,29,BOS,NULL,corp,0,167960640,4294967288,167960640
10.2.225.0,26,BOS,NULL,corp,0,167960832,4294967232,167960832
10.2.225.64,26,BOS,NULL,corp,0,167960896,4294967232,167960896
10.2.225.192,27,BOS,NULL,corp,0,167961024,4294967264,167961024
10.2.226.0,24,BOS,NULL,corp,0,167961088,4294967040,167961088
10.2.227.0,24,BOS,NULL,corp,0,167961344,4294967040,167961344
10.2.228.0,23,APL,,corp,1,167961600,4294966784,167961600
10.2.230.0,23,MSN,,corp,1,167962112,4294966784,167962112
10.2.230.0,26,MSN,NULL,corp,0,167962112,4294967232,167962112
10.2.230.64,29,MSN,NULL,corp,0,167962176,4294967288,167962176
10.2.230.72,30,MSN,NULL,corp,0,167962184,4294967292,167962184
10.2.230.128,26,MSN,NULL,corp,0,167962240,4294967232,167962240
10.2.230.192,26,MSN,NULL,corp,0,167962304,4294967232,167962304
10.2.231.0,25,MSN,NULL,corp,0,167962368,4294967168,167962368
10.2.231.128,25,MSN,NULL,corp,0,167962496,4294967168,167962496
10.2.232.0,22,SYR,,corp,1,167962624,4294966272,167962624
10.2.236.0,26,ITO,NULL,corp,0,167963648,4294967232,167963648
10.2.236.0,23,ITO,,corp,1,167963648,4294966784,167963648
10.2.236.64,29,ITO,NULL,corp,0,167963712,4294967288,167963712
10.2.236.72,30,ITO,NULL,corp,0,167963720,4294967292,167963720
10.2.236.128,26,ITO,NULL,corp,0,167963776,4294967232,167963776
10.2.236.192,26,ITO,NULL,corp,0,167963840,4294967232,167963840
10.2.237.0,25,ITO,NULL,corp,0,167963904,4294967168,167963904
10.2.237.128,25,ITO,NULL,corp,0,167964032,4294967168,167964032
10.2.238.0,23,SLC,,corp,1,167964160,4294966784,167964160
10.2.240.0,23,CIN,,corp,1,167964672,4294966784,167964672
10.2.242.0,23,MTL,,corp,1,167965184,4294966784,167965184
10.2.242.0,26,MTL,NULL,corp,0,167965184,4294967232,167965184
10.2.242.64,29,MTL,NULL,corp,0,167965248,4294967288,167965248
10.2.242.72,30,MTL,,corp,0,167965256,4294967292,167965256
10.2.242.128,26,MTL,NULL,corp,0,167965312,4294967232,167965312
10.2.242.192,26,MTL,NULL,corp,0,167965376,4294967232,167965376
10.2.243.0,25,MTL,NULL,corp,0,167965440,4294967168,167965440
10.2.243.128,25,MTL,NULL,corp,0,167965568,4294967168,167965568
10.2.244.0,22,ARB,,corp,1,167965696,4294966272,167965696
10.2.244.0,26,ARB,NULL,corp,0,167965696,4294967232,167965696
10.2.244.64,29,ARB,NULL,corp,0,167965760,4294967288,167965760
10.2.245.0,26,ARB,NULL,corp,0,167965952,4294967232,167965952
10.2.245.64,26,ARB,NULL,corp,0,167966016,4294967232,167966016
10.2.245.192,27,ARB,NULL,corp,0,167966144,4294967264,167966144
10.2.246.0,24,ARB,NULL,corp,0,167966208,4294967040,167966208
10.2.247.0,24,ARB,NULL,corp,0,167966464,4294967040,167966464
10.2.252.0,22,ORA,,corp,1,167967744,4294966272,167967744
10.3.0.0,17,DEN,NULL,corp,1,167968768,4294934528,167968768
10.3.0.0,24,DEN,NULL,corp,0,167968768,4294967040,167968768
10.3.10.0,24,DEN,,corp,0,167971328,4294967040,167971328
10.3.25.0,24,DEN,,corp,0,167975168,4294967040,167975168
10.3.30.0,23,DEN,,corp,0,167976448,4294966784,167976448
10.3.32.0,23,DEN,NULL,corp,0,167976960,4294966784,167976960
10.3.40.0,23,DEN,,corp,0,167979008,4294966784,167979008
10.3.42.0,23,DEN,NULL,corp,0,167979520,4294966784,167979520
10.3.50.0,23,DEN,,corp,0,167981568,4294966784,167981568
10.3.98.0,24,DEN,,corp,0,167993856,4294967040,167993856
10.3.99.0,24,DEN,,corp,0,167994112,4294967040,167994112
10.4.0.0,17,STL,NULL,corp,1,168034304,4294934528,168034304
10.4.0.0,24,STL,NULL,corp,0,168034304,4294967040,168034304
10.4.10.0,24,STL,,corp,0,168036864,4294967040,168036864
10.4.25.0,24,STL,,corp,0,168040704,4294967040,168040704
10.4.30.0,23,STL,,corp,0,168041984,4294966784,168041984
10.4.40.0,23,STL,,corp,0,168044544,4294966784,168044544
10.4.50.0,23,STL,,corp,0,168047104,4294966784,168047104
10.4.98.0,24,STL,,corp,0,168059392,4294967040,168059392
10.4.99.0,24,STL,,corp,0,168059648,4294967040,168059648
10.5.0.0,24,VAN,NULL,corp,0,168099840,4294967040,168099840
10.5.0.0,17,VAN,NULL,corp,1,168099840,4294934528,168099840
10.5.10.0,24,VAN,NULL,corp,0,168102400,4294967040,168102400
10.5.25.0,24,VAN,NULL,corp,0,168106240,4294967040,168106240
10.5.30.0,23,VAN,NULL,corp,0,168107520,4294966784,168107520
10.5.40.0,23,VAN,NULL,corp,0,168110080,4294966784,168110080
10.5.50.0,23,VAN,NULL,corp,0,168112640,4294966784,168112640
10.5.98.0,24,VAN,NULL,corp,0,168124928,4294967040,168124928
10.5.99.0,24,VAN,NULL,corp,0,168125184,4294967040,168125184
10.6.0.0,17,PTL,NULL,corp,1,168165376,4294934528,168165376
10.6.0.0,24,PTL,NULL,corp,0,168165376,4294967040,168165376
10.6.10.0,24,PTL,,corp,0,168167936,4294967040,168167936
10.6.25.0,24,PTL,,corp,0,168171776,4294967040,168171776
10.6.30.0,23,PTL,,corp,0,168173056,4294966784,168173056
10.6.32.0,23,PTL,,corp,0,168173568,4294966784,168173568
10.6.40.0,23,PTL,,corp,0,168175616,4294966784,168175616
10.6.42.0,23,PTL,,corp,0,168176128,4294966784,168176128
10.6.50.0,23,PTL,,corp,0,168178176,4294966784,168178176
10.6.98.0,24,PTL,,corp,0,168190464,4294967040,168190464
10.6.99.0,24,PTL,,corp,0,168190720,4294967040,168190720
10.10.30.0,23,TOR,,corp,1,168435200,4294966784,168435200
10.15.0.0,16,zLAB,NULL,test,1,168755200,4294901760,168755200
10.15.0.0,24,zLAB,NULL,test,0,168755200,4294967040,168755200
10.15.3.0,24,zLAB,NULL,test,0,168755968,4294967040,168755968
10.15.5.0,24,zLAB,NULL,test,0,168756480,4294967040,168756480
10.15.11.0,24,zLAB,NULL,test,0,168758016,4294967040,168758016
10.15.29.0,24,zLAB,NULL,test,0,168762624,4294967040,168762624
10.15.40.0,23,zLAB,NULL,test,0,168765440,4294966784,168765440
10.15.61.0,24,zLAB,NULL,test,0,168770816,4294967040,168770816
10.15.63.0,24,zLAB,NULL,test,0,168771328,4294967040,168771328
10.15.68.0,24,zLAB,NULL,test,0,168772608,4294967040,168772608
10.15.69.0,24,zLAB,NULL,test,0,168772864,4294967040,168772864
10.15.90.0,24,zLAB,NULL,test,0,168778240,4294967040,168778240
10.15.97.0,24,zLAB,NULL,test,0,168780032,4294967040,168780032
10.15.99.0,24,zLAB,NULL,test,0,168780544,4294967040,168780544
10.15.111.0,24,zLAB,NULL,test,0,168783616,4294967040,168783616
10.15.128.0,21,zLAB,NULL,test,0,168787968,4294965248,168787968
10.15.136.0,21,zLAB,NULL,test,0,168790016,4294965248,168790016
10.15.144.0,21,zLAB,NULL,test,0,168792064,4294965248,168792064
10.15.152.0,21,zLAB,NULL,test,0,168794112,4294965248,168794112
10.17.0.0,24,HOU,NULL,corp,0,168886272,4294967040,168886272
10.17.0.0,17,HOU,NULL,corp,1,168886272,4294934528,168886272
10.17.10.0,24,HOU,,corp,0,168888832,4294967040,168888832
10.17.25.0,24,HOU,,corp,0,168892672,4294967040,168892672
10.17.30.0,23,HOU,NULL,corp,0,168893952,4294966784,168893952
10.17.40.0,23,HOU,NULL,corp,0,168896512,4294966784,168896512
10.17.50.0,23,HOU,NULL,corp,0,168899072,4294966784,168899072
10.17.98.0,24,HOU,,corp,0,168911360,4294967040,168911360
10.17.99.0,24,HOU,NULL,corp,0,168911616,4294967040,168911616
10.19.0.0,17,FRE,NULL,corp,1,169017344,4294934528,169017344
10.19.0.0,24,FRE,NULL,corp,0,169017344,4294967040,169017344
10.19.10.0,24,FRE,,corp,0,169019904,4294967040,169019904
10.19.25.0,24,FRE,,corp,0,169023744,4294967040,169023744
10.19.30.0,23,FRE,,corp,0,169025024,4294966784,169025024
10.19.32.0,23,FRE,,corp,0,169025536,4294966784,169025536
10.19.40.0,23,FRE,,corp,0,169027584,4294966784,169027584
10.19.42.0,23,FRE,,corp,0,169028096,4294966784,169028096
10.19.50.0,23,FRE,,corp,0,169030144,4294966784,169030144
10.19.98.0,24,FRE,,corp,0,169042432,4294967040,169042432
10.19.99.0,24,FRE,,corp,0,169042688,4294967040,169042688
10.21.0.0,17,FTW,NULL,corp,1,169148416,4294934528,169148416
10.21.0.0,24,FTW,NULL,corp,0,169148416,4294967040,169148416
10.21.10.0,24,FTW,,corp,0,169150976,4294967040,169150976
10.21.25.0,24,FTW,,corp,0,169154816,4294967040,169154816
10.21.30.0,23,FTW,,corp,0,169156096,4294966784,169156096
10.21.32.0,23,FTW,,corp,0,169156608,4294966784,169156608
10.21.40.0,23,FTW,,corp,0,169158656,4294966784,169158656
10.21.42.0,23,FTW,,corp,0,169159168,4294966784,169159168
10.21.50.0,23,FTW,,corp,0,169161216,4294966784,169161216
10.21.98.0,24,FTW,,corp,0,169173504,4294967040,169173504
10.21.99.0,24,FTW,,corp,0,169173760,4294967040,169173760
10.22.0.0,17,FMC,NULL,corp,1,169213952,4294934528,169213952
10.22.0.0,24,FMC,NULL,corp,0,169213952,4294967040,169213952
10.22.10.0,24,FMC,,corp,0,169216512,4294967040,169216512
10.22.25.0,24,FMC,,corp,0,169220352,4294967040,169220352
10.22.30.0,23,FMC,,corp,0,169221632,4294966784,169221632
10.22.40.0,23,FMC,,corp,0,169224192,4294966784,169224192
10.22.50.0,23,FMC,,corp,0,169226752,4294966784,169226752
10.22.98.0,24,FMC,,corp,0,169239040,4294967040,169239040
10.22.99.0,24,FMC,,corp,0,169239296,4294967040,169239296
10.23.0.0,17,CLK,NULL,corp,1,169279488,4294934528,169279488
10.23.0.0,24,CLK,NULL,corp,0,169279488,4294967040,169279488
10.23.10.0,24,CLK,,corp,0,169282048,4294967040,169282048
10.23.25.0,24,CLK,,corp,0,169285888,4294967040,169285888
10.23.30.0,23,CLK,,corp,0,169287168,4294966784,169287168
10.23.40.0,23,CLK,,corp,0,169289728,4294966784,169289728
10.23.50.0,23,CLK,,corp,0,169292288,4294966784,169292288
10.23.98.0,24,CLK,,corp,0,169304576,4294967040,169304576
10.23.99.0,24,CLK,,corp,0,169304832,4294967040,169304832
10.42.0.0,17,SYR,NULL,corp,1,170524672,4294934528,170524672
10.42.0.0,24,SYR,NULL,corp,0,170524672,4294967040,170524672
10.42.10.0,24,SYR,NULL,corp,0,170527232,4294967040,170527232
10.42.25.0,24,SYR,NULL,corp,0,170531072,4294967040,170531072
10.42.30.0,23,SYR,NULL,corp,0,170532352,4294966784,170532352
10.42.32.0,23,SYR,NULL,corp,0,170532864,4294966784,170532864
10.42.40.0,23,SYR,NULL,corp,0,170534912,4294966784,170534912
10.42.42.0,23,SYR,NULL,corp,0,170535424,4294966784,170535424
10.42.50.0,23,SYR,NULL,corp,0,170537472,4294966784,170537472
10.42.98.0,24,SYR,NULL,corp,0,170549760,4294967040,170549760
10.42.99.0,24,SYR,NULL,corp,0,170550016,4294967040,170550016
10.48.0.0,16,"zB2B VPN AEP",NULL,vpn,1,170917888,4294901760,170917888
10.48.7.118,32,"zB2B VPN AEP",NULL,vpn,0,170919798,4294967295,170919798
10.48.9.178,32,"zB2B VPN AEP",NULL,vpn,0,170920370,4294967295,170920370
10.50.0.0,17,TOR,NULL,NULL,1,171048960,4294934528,171048960
10.50.0.0,24,TOR,NULL,corp,0,171048960,4294967040,171048960
10.50.10.0,24,TOR,NULL,corp,0,171051520,4294967040,171051520
10.50.25.0,24,TOR,NULL,corp,0,171055360,4294967040,171055360
10.50.30.0,23,TOR,NULL,corp,0,171056640,4294966784,171056640
10.50.40.0,23,TOR,NULL,corp,0,171059200,4294966784,171059200
10.50.50.0,23,TOR,NULL,corp,0,171061760,4294966784,171061760
10.50.98.0,24,TOR,NULL,corp,0,171074048,4294967040,171074048
10.50.99.0,24,TOR,NULL,corp,0,171074304,4294967040,171074304
10.51.0.0,17,CIN,NULL,corp,1,171114496,4294934528,171114496
10.51.0.0,24,CIN,NULL,corp,0,171114496,4294967040,171114496
10.51.10.0,24,CIN,NULL,corp,0,171117056,4294967040,171117056
10.51.25.0,24,CIN,NULL,corp,0,171120896,4294967040,171120896
10.51.30.0,23,CIN,NULL,corp,0,171122176,4294966784,171122176
10.51.40.0,23,CIN,NULL,corp,0,171124736,4294966784,171124736
10.51.50.0,23,CIN,NULL,corp,0,171127296,4294966784,171127296
10.51.98.0,24,CIN,NULL,corp,0,171139584,4294967040,171139584
10.51.99.0,24,CIN,NULL,corp,0,171139840,4294967040,171139840
10.55.0.0,17,ORA,NULL,corp,1,171376640,4294934528,171376640
10.55.0.0,24,ORA,NULL,corp,0,171376640,4294967040,171376640
10.55.10.0,24,ORA,,corp,0,171379200,4294967040,171379200
