red,BM,loc,comentario,categoria,rootnet,NetIPN,Mask,MaskedNetIPN
151.122.141.64,28,CH3-EDC,NULL,public,0,2541391168,4294967280,2541391168
151.122.141.80,28,CH3-EDC,NULL,public,0,2541391184,4294967280,2541391184
151.122.141.96,28,CH3-EDC,NULL,public,0,2541391200,4294967280,2541391200
151.122.141.112,28,CH3-EDC,NULL,public,0,2541391216,4294967280,2541391216
151.122.142.0,24,CH3-EDC,NULL,public,0,2541391360,4294967040,2541391360
151.122.143.0,24,CH3-EDC,NULL,public,0,2541391616,4294967040,2541391616
151.122.144.0,28,NY7,,public,0,2541391872,4294967280,2541391872
151.122.144.0,21,NY7,NULL,public,1,2541391872,4294965248,2541391872
151.122.144.16,28,NY7,NULL,public,0,2541391888,4294967280,2541391888
151.122.144.32,28,NY7,NULL,public,0,2541391904,4294967280,2541391904
151.122.145.0,24,NY7,NULL,public,0,2541392128,4294967040,2541392128
151.122.152.0,21,AT4,NULL,public,1,2541393920,4294965248,2541393920
151.122.152.0,28,AT4,NULL,public,0,2541393920,4294967280,2541393920
151.122.152.16,28,AT4,NULL,public,0,2541393936,4294967280,2541393936
151.122.152.32,28,AT4,NULL,public,0,2541393952,4294967280,2541393952
151.122.153.0,24,AT4,NULL,public,0,2541394176,4294967040,2541394176
151.122.160.0,21,LAS04,NULL,public,1,2541395968,4294965248,2541395968
151.122.160.0,28,LAS04,NULL,public,0,2541395968,4294967280,2541395968
151.122.160.16,28,LAS04,NULL,public,0,2541395984,4294967280,2541395984
151.122.160.32,28,LAS04,NULL,public,0,2541396000,4294967280,2541396000
151.122.161.0,24,LAS04,NULL,public,0,2541396224,4294967040,2541396224
151.122.168.0,21,DA11,NULL,public,1,2541398016,4294965248,2541398016
151.122.168.0,28,DA11,NULL,public,0,2541398016,4294967280,2541398016
151.122.168.16,28,DA11,NULL,public,0,2541398032,4294967280,2541398032
151.122.168.32,28,DA11,NULL,public,0,2541398048,4294967280,2541398048
151.122.169.0,24,DA11,NULL,public,0,2541398272,4294967040,2541398272
151.122.176.0,28,CH3,NULL,public,0,2541400064,4294967280,2541400064
151.122.176.0,21,CH3,NULL,public,1,2541400064,4294965248,2541400064
151.122.176.16,28,CH3,NULL,public,0,2541400080,4294967280,2541400080
151.122.176.32,28,CH3,"POC IT NETWORK",public,0,2541400096,4294967280,2541400096
151.122.177.0,24,CH3,NULL,public,0,2541400320,4294967040,2541400320
151.122.184.0,21,Azure,NULL,Azure,1,2541402112,4294965248,2541402112
151.122.184.0,28,AZ-CUS,NULL,Azure,0,2541402112,4294967280,2541402112
151.122.184.16,28,AZ-CUS,NULL,Azure,0,2541402128,4294967280,2541402128
151.122.184.32,28,AZ-CUS,NULL,Azure,0,2541402144,4294967280,2541402144
151.122.185.0,24,AZ-CUS,NULL,Azure,0,2541402368,4294967040,2541402368
151.122.192.0,21,SE4,NULL,public,1,2541404160,4294965248,2541404160
151.122.192.0,28,SE4,,public,0,2541404160,4294967280,2541404160
151.122.192.16,28,SE4,NULL,public,0,2541404176,4294967280,2541404176
151.122.192.32,28,SE4,NULL,public,0,2541404192,4294967280,2541404192
151.122.193.0,24,SE4,NULL,public,0,2541404416,4294967040,2541404416
151.122.200.0,28,YYC01,,public,0,2541406208,4294967280,2541406208
151.122.200.0,21,YYC01,NULL,public,1,2541406208,4294965248,2541406208
151.122.200.16,28,YYC01,NULL,public,0,2541406224,4294967280,2541406224
151.122.200.32,28,YYC01,NULL,public,0,2541406240,4294967280,2541406240
151.122.201.0,24,YYC01,,public,0,2541406464,4294967040,2541406464
151.122.208.0,21,zLAB,NULL,public,1,2541408256,4294965248,2541408256
151.122.208.0,28,zLAB,NULL,test,0,2541408256,4294967280,2541408256
151.122.208.16,28,zLAB,"Internal Lab Device Hide NAT 
Pool",test,0,2541408272,4294967280,2541408272
151.122.208.32,28,zLAB,NULL,test,0,2541408288,4294967280,2541408288
151.122.209.0,24,zLAB,NULL,test,0,2541408512,4294967040,2541408512
152.193.105.144,29,ORA,"WAN BLOCK",public,0,2562812304,4294967288,2562812304
152.193.134.176,29,RIC,"WAN BLOCK",public,0,2562819760,4294967288,2562819760
155.109.0.0,16,"zB2B VPN FPL",NULL,vpn,1,2607611904,4294901760,2607611904
155.109.5.31,32,"zB2B VPN FPL","FPL VPN Peer",vpn,0,2607613215,4294967295,2607613215
155.109.192.67,32,"zB2B VPN FPL",NULL,vpn,0,2607661123,4294967295,2607661123
155.109.215.48,32,"zB2B VPN FPL",NULL,vpn,0,2607666992,4294967295,2607666992
155.109.236.217,32,"zB2B VPN FPL",NULL,vpn,0,2607672537,4294967295,2607672537
155.109.237.144,32,"zB2B VPN FPL",NULL,vpn,0,2607672720,4294967295,2607672720
161.154.0.0,16,"zB2B VPN FPL",NULL,vpn,1,2711224320,4294901760,2711224320
161.154.137.62,32,"zB2B VPN FPL",NULL,vpn,0,2711259454,4294967295,2711259454
161.154.137.91,32,"zB2B VPN FPL",NULL,vpn,0,2711259483,4294967295,2711259483
167.239.176.222,32,"zB2B VPN AEP",NULL,vpn,0,2817503454,4294967295,2817503454
172.16.22.0,24,FMC,"POC Brett Bashfort, Clancy Lehnerz",prod,1,2886735360,4294967040,2886735360
172.16.60.0,28,"zB2B VPN Scarsdale",NULL,vpn,1,2886745088,4294967280,2886745088
172.25.0.0,16,NULL,"Reserved for B2B Partner VPN Private NAT ",vpn,1,2887319552,4294901760,2887319552
172.25.7.2,32,"zB2B VPN Trevera","NAT IP",vpn,0,2887321346,4294967295,2887321346
172.29.1.0,24,SE4,"POC Chris Dyer",prod,0,2887581952,4294967040,2887581952
172.29.2.0,24,SE4,"POC Jack Roper or Tony Garey",prod,0,2887582208,4294967040,2887582208
172.29.3.0,24,SE4,"POC Jack Roper or Tony Garey",prod,0,2887582464,4294967040,2887582464
172.29.4.0,24,AT4,"POC Brett Bashford, Clancy Lehnerz",prod,0,2887582720,4294967040,2887582720
172.29.5.0,24,SE4,"POC Ben McKim",prod,0,2887582976,4294967040,2887582976
172.29.6.0,24,SE4,"POC Aaron Cowan",prod,0,2887583232,4294967040,2887583232
172.29.230.0,24,NY7,VPN10,prod,0,2887640576,4294967040,2887640576
172.29.231.0,24,AT4,VPN10,prod,0,2887640832,4294967040,2887640832
172.29.232.0,24,LAS04,VPN10,prod,0,2887641088,4294967040,2887641088
172.29.233.0,24,DA11,VPN10,prod,0,2887641344,4294967040,2887641344
172.29.234.0,24,CH3,VPN10,prod,0,2887641600,4294967040,2887641600
172.29.236.0,24,SE4,VPN10,prod,0,2887642112,4294967040,2887642112
172.29.241.0,24,YYC01,VPN10,prod,0,2887643392,4294967040,2887643392
172.29.245.0,24,CH3-EDC,VPN10,prod,0,2887644416,4294967040,2887644416
172.29.247.0,24,DE2-EDC,VPN10,prod,0,2887644928,4294967040,2887644928
172.30.2.0,24,BOI,"POC Tony Garey",prod,1,2887647744,4294967040,2887647744
172.30.3.0,24,BOI,"POC Tony Garey",prod,1,2887648000,4294967040,2887648000
172.30.4.0,24,BOI,"POC Ben McKim",prod,1,2887648256,4294967040,2887648256
172.30.5.0,24,CLK,"POC Aaron Cowan",prod,1,2887648512,4294967040,2887648512
172.98.111.188,30,EDM,"LAN BLOCK",public,0,2892132284,4294967292,2892132284
172.98.114.240,30,ORA,"LAN BLOCK",public,0,2892133104,4294967292,2892133104
172.98.117.168,30,SAN,"LAN BLOCK",public,0,2892133800,4294967292,2892133800
184.60.110.220,30,MSN,"LAN BLOCK",public,0,3090968284,4294967292,3090968284
184.178.28.220,30,PHX,"LAN BLOCK",public,0,3098680540,4294967292,3098680540
192.168.1.0,24,HLY,NULL,guest,0,3232235776,4294967040,3232235776
192.168.3.0,24,DEN,,guest,0,3232236288,4294967040,3232236288
192.168.4.0,24,STL,NULL,guest,0,3232236544,4294967040,3232236544
192.168.5.0,24,VAN,VL600-GUEST,guest,0,3232236800,4294967040,3232236800
192.168.6.0,24,PTL,,guest,0,3232237056,4294967040,3232237056
192.168.8.0,24,SAN,NULL,guest,0,3232237568,4294967040,3232237568
192.168.9.0,24,ATL,,guest,0,3232237824,4294967040,3232237824
192.168.16.0,24,ORL,NULL,guest,0,3232239616,4294967040,3232239616
192.168.17.0,24,HOU,NULL,guest,0,3232239872,4294967040,3232239872
192.168.18.0,24,PLV,,guest,0,3232240128,4294967040,3232240128
192.168.19.0,24,FRE,VL600-GUEST,guest,0,3232240384,4294967040,3232240384
192.168.20.0,24,MIN,NULL,guest,0,3232240640,4294967040,3232240640
192.168.21.0,24,FTW,,guest,0,3232240896,4294967040,3232240896
192.168.22.0,24,FMC,,guest,0,3232241152,4294967040,3232241152
192.168.23.0,24,CLK,NULL,guest,0,3232241408,4294967040,3232241408
192.168.33.0,24,BOS,NULL,guest,0,3232243968,4294967040,3232243968
