"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\boifs1\Accounting"	"20927"	"85704"	"76048790234"	"9746"	"34862942662"	"75958"	"41185847572"	"70592"	"37478624849"	"63654"	"33361330855"	"58771"	"30320195350"	"55376"	"28829635813"	"52775"	"22955737272"	"50107"	"21065886982"	"47695"	"19655541538"	"44275"	"17057726825"	"41455"	"13979292688"
"\\boifs1\AEP_OE_Projects"	"6947"	"37848"	"293776132401"	"38"	"24070718326"	"37810"	"269705414075"	"37809"	"269705356857"	"37778"	"251121707001"	"37726"	"250948030709"	"37252"	"226755594163"	"33184"	"169255693806"	"21504"	"56859834677"	"3582"	"5158659478"	"3018"	"3164184375"	"2318"	"2543499773"
"\\boifs1\Archive"	"4979"	"38268"	"31712446194"	"0"	"0"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"	"38268"	"31712446194"
"\\boifs1\BKK_Data"	"372619"	"1768241"	"2448331826667"	"948"	"378354954"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767293"	"2447953471713"	"1767290"	"2447953068769"	"1767248"	"2394167376547"	"1701072"	"2196352687824"
"\\boifs1\BMoffetHold$"	"51"	"25898"	"46793002838"	"0"	"0"	"25898"	"46793002838"	"25898"	"46793002838"	"25888"	"5508458496"	"25888"	"5508458496"	"25888"	"5508458496"	"25888"	"5508458496"	"25888"	"5508458496"	"25888"	"5508458496"	"25888"	"5508458496"	"24225"	"5390316544"
"\\boifs1\CAD_Standards"	"17559"	"242215"	"177548412253"	"82033"	"24912184645"	"160182"	"152636227608"	"156859"	"143892390678"	"154626"	"139877599965"	"145670"	"125742236803"	"136230"	"117226688630"	"126888"	"109321447320"	"105388"	"88085025253"	"91429"	"72246703700"	"77961"	"54461574069"	"61696"	"38199941906"
"\\boifs1\CDLibrary"	"32234"	"184639"	"261725296602"	"6"	"2335116401"	"184633"	"259390180201"	"184606"	"254764133078"	"184583"	"254417573227"	"184578"	"254381709902"	"184557"	"242976468402"	"184551"	"241047257151"	"184514"	"233943477016"	"184509"	"233477559684"	"184505"	"233265190943"	"184490"	"233263225931"
"\\boifs1\Civil"	"10569"	"135686"	"414423325569"	"7087"	"103210673943"	"128599"	"311212651626"	"125464"	"268233203960"	"123019"	"247008153783"	"119478"	"222475809410"	"118589"	"215971219742"	"117903"	"193938304407"	"117415"	"191361776905"	"116720"	"178146933357"	"115950"	"174075741049"	"113188"	"164487836262"
"\\boifs1\DRP"	"24"	"525"	"40880638180"	"0"	"0"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"	"525"	"40880638180"
"\\boifs1\Enviro"	"49418"	"897518"	"1302386167365"	"18406"	"85871613430"	"879112"	"1216514553935"	"876163"	"1205383250691"	"873431"	"1195961663191"	"863104"	"1170131404241"	"838479"	"1100887962338"	"822681"	"1000511141031"	"763557"	"851367812535"	"745315"	"780520981011"	"728696"	"707110978759"	"695826"	"578694416162"
