Office	DCName	TestHost	ServerName	DateTime	Description	Latency	SmallFileBytesRead	SmallFileReadTime	SmallFileMbps	SmallFileAverageMS	SmallFileMSStdDev	SmallFileMSVariance	MediumFileBytesRead	MediumFileReadTime	MediumFileMbps	MediumFileAverageMS	MediumFileMSStdDev	MediumFileMSVariance	LargeFileBytesRead	LargeFileReadTime	LargeFileMbps	LargeFileAverageMS	LargeFileMSStdDev	LargeFileMSVariance
SE4	CDC	SE4-MGMT01	CDCFS1	20230928-1549	Special Test From SE4-MGMT01	44.16	376840	6386.7999	0.472023556	319.339995	24.53205254	7.682110891	96469000	26080.1995	29.59149143	1304.009975	413.1674746	31.68437991	771751935	60655.2948	101.788566	14929.74238	834.3398523	5.588441053
SE4	CH3	SE4-MGMT01	CH3FS1	20230928-1552	Special Test From SE4-MGMT01	70	376840	7738.4182	0.389578325	386.92091	28.28539104	7.310380573	96469000	42776.1768	18.04163106	2138.80884	533.5912135	24.94805536	771751935	180965.083	34.11716436	21421.18018	978.0084985	4.565614454
SE4	DA11	SE4-MGMT01	DA11FS1	20230928-1605	Special Test From SE4-MGMT01	58	376840	7243.572	0.416192453	362.1786	26.5432926	7.328785467	96469000	40011.1818	19.28840802	2000.55909	483.0187341	24.14418732	771751935	170372.7856	36.23827279	32603.84234	1510.089137	4.631629368
SE4	DDC	SE4-MGMT01	DDCFS1	20230928-1551	Special Test From SE4-MGMT01	31.88	376840	5843.5471	0.515905827	292.177355	21.462964	7.345868403	96469000	23879.4041	32.31872943	1193.970205	406.1400852	34.01593134	771751935	57226.5956	107.8871706	37805.79546	510.0796502	1.349210204
SE4	LAS04	SE4-MGMT01	LAS04FS1	20230928-1603	Special Test From SE4-MGMT01	77	376840	5213.4874	0.578254011	260.67437	18.8427887	7.228477696	96469000	19694.1052	39.18695428	984.70526	314.8221393	31.9712052	771751935	55894.4098	110.4585504	32879.8008	8849.216852	26.91383961
SE4	NY7	SE4-MGMT01	NY7FS1	20230928-1557	Special Test From SE4-MGMT01	79.08	376840	9985.5595	0.30190797	499.277975	36.43097511	7.296731868	96469000	56868.2585	13.57087452	2843.412925	915.125028	32.1840356	771751935	267199.7235	23.10636927	23143.22978	1467.736478	6.341969084
SE4	SE4	SE4-MGMT01	SE4FS1	20230928-1548	Special Test From SE4-MGMT01	0	376840	139.448	21.61895474	6.9724	5.730358497	82.18631313	96469000	1561.7515	494.1580014	78.087575	19.24377862	24.64384202	771751935	6823.5644	904.807974	33865.39848	1068.682166	3.155675746
SE4	YYC01	SE4-MGMT01	ADCFS1	20230928-1615	Special Test From SE4-MGMT01	88	376840	6157.6566	0.489588848	307.88283	22.84417213	7.419761643	96469000	33158.8136	23.27441534	1657.94068	398.1469772	24.01454901	771751935	144204.1725	42.81440248	17173.85144	2576.470135	15.00228498
SLC	CDC	47514L	CDCFS1	20230523-1727	Post SDWAN conversion	37.28	376840	8216.0592	0.36693017	410.80296	454.4745075	110.6307772	96469000	40627.2786	18.99590685	2031.36393	641.4034268	31.57501309	771751935	193554.8704	31.89801149	70820.40335	5657.775397	7.988905922
SLC	CH3	47514L	CH3FS1	20230523-1740	Post SDWAN conversion	52.04	376840	7253.6477	0.41561434	362.682385	25.78082638	7.10837566	96469000	50830.2247	15.18293505	2541.511235	493.1146913	19.40242028	771751935	247019.707	24.99401993	26761.42574	3948.111116	14.75299244
SLC	DDC	47514L	DDCFS1	20230523-1732	Post SDWAN conversion	57.48	376840	7991.6129	0.377235489	399.580645	29.61638469	7.411866681	96469000	39005.907	19.78551608	1950.29535	794.9318782	40.75956384	771751935	402221.5221	15.34978896	16461.7348	194.4572337	1.181268172
SLC	LAS04	47514L	LAS04FS1	20230523-1724	Post SDWAN conversion	37.84	376840	5419.2378	0.556299633	270.96189	22.54519681	8.320430897	96469000	27709.9132	27.85111575	1385.49566	320.7362429	23.14956677	771751935	130698.8276	47.23849168	44344.50322	400.0493622	0.902139686
SLC	NY7	47514L	NY7FS1	20230523-1748	Post SDWAN conversion	65.4	376840	9087.3211	0.331750135	454.366055	36.40542761	8.012356383	96469000	59837.3726	12.89749142	2991.86863	574.2130709	19.19245602	617401548	251762.3028	19.6185542	95488.87852	2040.996212	2.137417722
SLC	SE4	47514L	SE4FS1	20230523-1745	Post SDWAN conversion	41.72	376840	5813.7223	0.51855246	290.686115	20.88186435	7.183646991	96469000	28443.7238	27.13259366	1422.18619	360.2775207	25.33265498	771751935	130362.5621	47.36034165	22213.76698	2298.095139	10.34536439
STL	CDC	47722L	CDCFS1	20230912-1534	Post SDWAN conversion	8.04	376840	1685.943	1.788150608	84.29715	27.90421274	33.10220185	96469000	14795.081	52.16274247	739.75405	127.5886598	17.24744322	771751935	82308.674	75.01050837	106011.9905	5255.731902	4.957676842
STL	CH3	47722L	CH3FS1	20230912-1531	Post SDWAN conversion	12	376840	2067.3125	1.458279771	103.365625	10.42977389	10.09017639	96469000	22730.3351	33.95251309	1136.516755	294.0533825	25.87321139	771751935	133807.1287	46.14115511	18967.7859	6610.216416	34.84969965
STL	DDC	47722L	DDCFS1	20230912-1536	Post SDWAN conversion	24	376840	3700.8874	0.814593819	185.04437	17.96018548	9.70588053	96469000	38516.2431	20.03705289	1925.812155	253.0093273	13.13779886	771751935	221722.5161	27.84568563	32829.05548	3531.466192	10.75713614
STL	LAS04	47722L	LAS04FS1	20230912-1553	Post SDWAN conversion	52.32	376840	7960.6015	0.378705051	398.030075	27.99887071	7.034360586	96469000	85424.618	9.034304373	4271.2309	715.7044867	16.75639888	463051161	318035.9715	11.64776824	109055.085	10941.9909	10.03345319
STL	NY7	47722L	NY7FS1	20230912-1550	Post SDWAN conversion	28.6	376840	3758.2995	0.802150015	187.914975	13.92494561	7.410237323	96469000	23205.7985	33.25686035	1160.289925	254.4626335	21.9309526	771751935	111068.8349	55.5872895	49001.66654	1968.549192	4.017310698
STL	SE4	47722L	SE4FS1	20230912-1541	Post SDWAN conversion	58.72	376840	7344.8836	0.410451705	367.24418	26.9903502	7.349428982	96469000	77062.7479	10.01459228	3853.137395	634.9011487	16.47751127	771751935	477444.3926	12.93138128	109976.1605	16785.29814	15.26266971
