"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\sacfs1\Field_info"	"8316"	"35072"	"8637946851"	"3118"	"977586389"	"31954"	"7660360462"	"28785"	"6774496380"	"25847"	"5616900350"	"23260"	"4568910075"	"20698"	"3890390716"	"17931"	"3367235713"	"16068"	"2311422260"	"14782"	"2094129425"	"13819"	"1952134147"	"12278"	"1719828573"
"\\sacfs1\PCI"	"55273"	"432937"	"472217787377"	"6097"	"11670789378"	"426840"	"460546997999"	"421968"	"454594117105"	"416109"	"450802435107"	"406619"	"435267402217"	"394225"	"353608756753"	"376791"	"341386151986"	"358608"	"333003528804"	"336702"	"309447282314"	"315471"	"259400103034"	"287800"	"232270334113"
"\\sacfs1\Shares$"	"2"	"2"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"	"2"	"0"
