ProjectId	All_GVS_Active	All_GVS_Inactive	FSS_Solutions_Active	FSS_Solutions_Inactive	PWDataSource	PWPath
0119289
0119422
0119888
0120216
0120334
0120837
0121760
0121844
0121847
0121894
0121896
0122599
0124198
0124582
0124612
0124669
0125987
0126134
0126210
0127327
0128473
0129050
0129140
0129212
0130449
0131820
0131962
0132707
0133625
0134637
0134945
0135190
0135633
0135643
0135785
0135837
0135931
0135943
0135977
0135983
0136048
0136061
0136723
0136749
0136923
0137700
0137961
0137993
0138093
0138166
0138729
0138877
0139279
0139811
0140034
0140185
0140186
0140390
0140506
0140776
0141101
0141377
0141610
0141863
0141933
0142201
0142678
0142684
0142734
0142763
0142767
0142856
0142880
0143111
0143136
0143372
0143504
0143506
0144005
0144147
0144148
0144162
0144172
0144246
0144365
0144411
0144529
0144532
0144762
0144790
0144884
0144968
0144994
0145164
0145316
0145493
0145553
0145725
0146072
0146308
0146334
0146340
0146344
0146404
0146530
0146873
0146930
0147017
0147060
0147143
0147561
0148027
0148091
0148161
0148169
0148169.001
0148169.002
0148169.003
0148217
0148279
0148840
0148860
0149166
0149386
0149433
0149466
0149602
0149909
0150413
0150549
0150696
0150797
0150800
0150823
0151159
0151176
0151265
0151372
0151646
0151683
0151697
0151757
0152376
0152445
0152880
0153002
0153003
0153053
0153296
0153311
0153312
0153400
0153413
0153414
0153436
0153530
0153690
0153763
0153766
0153866
0153872
0153940
0153984
0154178
0154194
0154268
0154342
0154507
0154550
0154574
0154638
0154668
0154745
0154787
0154795
0154947
0154959
0154976
0155070
0155126
0155160
0155162
0155279
0155346
0155350
0155368
0155408
0155410
0155430
0155494
0155522
0155534
0155666
0155677
0155938
0155996
0156009
0156132
0156133
0156134
0156278
0156311
0156555
0156698
0156759
0156782
0156870
0156894
0156954
0156994
0157076
0157201
0157243
0157476
0157552
0157562
0157668
0157677
0157826
0157886
0157892
0157934
0157974
0157976
0158041
0158105
0158106
0158349
0158354
0158380
0158392
0158419
0158518
0158557
0158652
0158741
0158813
0158853
0158876
0158884
0158925
0159137
0159171
0159211
0159275
0159361
0159366
0159390
0159391
0159551
0159627
0159630
0159674
0159759
0159844
0159867
0159987
0160062
0160075
0160088
0160240
0160378
0160533
0160567
0160609
0160714
0160805
0160808
0160842
0160862
0160863
0160868
0161007
0161161
0161504
0161546
0161785
0161978
0162003
0162012
0162018
0162156
0162305
0162308
0162309
0162310
0162353
0162365
0162459
0162467
0162529
0162600
0162671
0162672
0163036
0163122
0163183
0163380
0163423
0163617
0163768
0163779
0163784
0163925
0163937
0164108
0164116
0164200
0164212
0164409
0164681
0164710
0164724
0164911
0165152
0165363
0165412
0165504
0165506
0165521
0165931
0166342
0166413
0166414
0166424
0166434
0166533
0166562
0166634
0166661
0166963
0167062
0167069
0167197
0167323
0167402
0167410
0167419
0167426
0167497
0167648
0167697
0167770
0167927
0167928
0168345
0168501
0169008
0169508
0169508.001
0169606
0169726
0169842
0169849
0170144
0170443
0170599
0170601
0170686
0171437
0172242
0172495
0172657
0172699
0172961
0173043
0173052
0173221
0173227
0173359
0173734
0173754
0173760
0173773
0173793
0173889
0173942
0174010
0174137
0174253
0174254
0174254.001
0174296
0174391
0174417
0174465
0174557
0174994
0175190
0175210
0175223
0175650
0175925
0176174
0176411
0176605
0176707
0177099
0177128
0177137
0177217
0177301
0177331
0177797
0177830
0177875
0178327
0178398
0179139
0179243
0179469
0179475
0179690
0179849
0179956
0180015
0180052
0180494
0181177
0181520
0181674
0188265_0001
0188803_00
0190057_00
0226781_00
0227774_00
0231064_00
0233676_00
0234427_00
0234943_00
0234949_00
0235215_00
0235437_00
0235440_00
0235565_0002
0235574_00
0235744_00
0238423_0000
0238813_0001
0239007_0000
0239157_0000
0239208_0000
0239449_0000
0239872_0000
0239956_0000
0240042_0000
0240142_0000
0240151_0000
0240327_0000
0240535_0000
0240582_0000
0240800_0000
0240821_0000
0241426_0000
0241892_0000
0241907_0001
0242182_0001
0242706_0000
0242738_0000
0242994_0000
0243077_0000
0243627_0000
0243748_0000
0243748_0000.001
0243952_0000
0243974_0000
0244179_0000
0244182_0000
0244266_0000
0244461_0000
0244588_0000
0244709_0000
0244896_0000
0245025_0000
0245137_0000
0245337_0000
0245414_0000
0245610_0000
0245666_0000
0245838_0000
0246110_0000
0246256_0000
0246304_0000
0246381_0000
0246381_0001
0246795_0000
0246795_0000.001
0246795_0000.002
0246806_0000
0246807_0000
0246894_0000
0246974_0000
0246975_0001
0246980_0001
0247030_0000
0247511_0000
0247675_0000
0248017_0000
0248121_0000
0248128_0000
0248420_0000
0248721_0000
0248823_0000
0248844_0000
0249372_0000
0249380_0000
0249386_0000
0249423_0000
0249675_0000
0249733_0000
0250215_0000
0250639_0000
0250641_0000
0251078_0000
0251270_0000
0251571_0000
0251869_0000
0251914_0000
0251994_0000
0252230_0000
0252242_0000
0252559_0000
0252562_0000
0253099_0000
0253191_0000
0253269_0000
0253290_0000
0253384_0000
0253397_0000
0253785_0000
0253948_0000
0254063_0000
0254307_0000
0254819_0000
0255372_0000
0255376_0000
0255544_0000
0256018_0000
0256023_0000
0256346_0000
0256525_0000
0256805_0000
0256903_0000
0257073_0000
0257443_0000
0257518_0000
0257670_0000
0257862_0000
0257925_0000
0257998_0000
0258338_0000
0258338_0000.001
0258338_0000.002
0259198_0000
0259420_0000
0259602_0000
0261227_0000
0261492_0000
