"Cluster"	"Vserver"	"CifsServer"	"FS1Alias"	"ShareName"	"Path"	"UNCPath"
"SE4-NTAP01"	"BIL-SMB01"	"BIL-SMB01"	"bilfs1"	"Shares$"	"/Shares"	"\\?\UNC\bilfs1\Shares$"
"SE4-NTAP01"	"BIL-SMB01"	"BIL-SMB01"	"bilfs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\bilfs1\Xchange"
"SE4-NTAP01"	"BIL-SMB01"	"BIL-SMB01"	"bilfs1"	"Scada"	"/Shares/REPLICATE/scada"	"\\?\UNC\bilfs1\Scada"
"SE4-NTAP01"	"BIL-SMB01"	"BIL-SMB01"	"bilfs1"	"Substation"	"/Shares/REPLICATE/substation"	"\\?\UNC\bilfs1\Substation"
"SE4-NTAP01"	"BIL-SMB01"	"BIL-SMB01"	"bilfs1"	"UpdateManager"	"/Shares/REPLICATE/UpdateManager"	"\\?\UNC\bilfs1\UpdateManager"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Shares$"	"/Shares"	"\\?\UNC\boifs1\Shares$"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Accounting"	"/Shares/Accounting"	"\\?\UNC\boifs1\Accounting"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"AEP_OE_Projects"	"/Shares/AEP_OE_Projects"	"\\?\UNC\boifs1\AEP_OE_Projects"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Archive"	"/Shares/Archive"	"\\?\UNC\boifs1\Archive"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"BKK_Data"	"/Shares/BKK_Data"	"\\?\UNC\boifs1\BKK_Data"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"CAD_Standards"	"/Shares/CAD_Standards"	"\\?\UNC\boifs1\CAD_Standards"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"CDLibrary"	"/Shares/CDLibrary"	"\\?\UNC\boifs1\CDLibrary"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Civil"	"/Shares/Civil"	"\\?\UNC\boifs1\Civil"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Enviro"	"/Shares/Enviro"	"\\?\UNC\boifs1\Enviro"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"FAC_Elec_Cntls"	"/Shares/FAC_Elec_Cntls"	"\\?\UNC\boifs1\FAC_Elec_Cntls"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"FAC_Shared"	"/Shares/FAC_Shared"	"\\?\UNC\boifs1\FAC_Shared"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Facilities"	"/Shares/Facilities"	"\\?\UNC\boifs1\Facilities"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Federal"	"/Shares/Federal"	"\\?\UNC\boifs1\Federal"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Generation"	"/Shares/Generation"	"\\?\UNC\boifs1\Generation"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"GIS"	"/Shares/GIS"	"\\?\UNC\boifs1\GIS"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"GIS_Data"	"/Shares/GIS_data"	"\\?\UNC\boifs1\GIS_Data"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"GIS_Softdist"	"/Shares/GIS_softdist"	"\\?\UNC\boifs1\GIS_Softdist"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"HRBenefits"	"/Shares/HRBenefits"	"\\?\UNC\boifs1\HRBenefits"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"INDadmin"	"/Shares/INDadmin"	"\\?\UNC\boifs1\INDadmin"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"IndustPM"	"/Shares/IndustPM"	"\\?\UNC\boifs1\IndustPM"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Industrial"	"/Shares/Industrial"	"\\?\UNC\boifs1\Industrial"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"ITES"	"/Shares/ITES"	"\\?\UNC\boifs1\ITES"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"ITxchange"	"/Shares/ITxchange"	"\\?\UNC\boifs1\ITxchange"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Legal"	"/Shares/Legal"	"\\?\UNC\boifs1\Legal"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Lidar"	"/Shares/Lidar"	"\\?\UNC\boifs1\Lidar"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Line"	"/Shares/Line"	"\\?\UNC\boifs1\Line"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Operations"	"/Shares/Operations"	"\\?\UNC\boifs1\Operations"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"PD_DistMgmt"	"/Shares/PD_DistMgmt"	"\\?\UNC\boifs1\PD_DistMgmt"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"PD_Prog_Mgmt"	"/Shares/PD_Prog_Mgmt"	"\\?\UNC\boifs1\PD_Prog_Mgmt"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Printroom_Requests"	"/Shares/Printroom_Requests"	"\\?\UNC\boifs1\Printroom_Requests"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Processing"	"/Shares/Processing"	"\\?\UNC\boifs1\Processing"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"ProjControl"	"/Shares/ProjControl"	"\\?\UNC\boifs1\ProjControl"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Projects"	"/Shares/Projects"	"\\?\UNC\boifs1\Projects"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Reference"	"/Shares/Reference"	"\\?\UNC\boifs1\Reference"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Studies"	"/Shares/Studies"	"\\?\UNC\boifs1\Studies"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Substation"	"/Shares/Substation"	"\\?\UNC\boifs1\Substation"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"TD"	"/Shares/TD"	"\\?\UNC\boifs1\TD"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"TnD_GIS_PM"	"/Shares/TnD_GIS_PM"	"\\?\UNC\boifs1\TnD_GIS_PM"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"vCAD"	"/Shares/vCAD"	"\\?\UNC\boifs1\vCAD"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"VendSubmit"	"/Shares/VendSubmit"	"\\?\UNC\boifs1\VendSubmit"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Visual_Tech"	"/Shares/Visual_Tech"	"\\?\UNC\boifs1\Visual_Tech"
"SE4-NTAP01"	"BOI-SMB01"	"BOI-SMB01"	"boifs1"	"Xchange"	"/Shares/Xchange"	"\\?\UNC\boifs1\Xchange"
"SE4-NTAP01"	"CLK-SMB01"	"CLK-SMB01"	"clkfs1"	"Shares$"	"/Shares"	"\\?\UNC\clkfs1\Shares$"
"SE4-NTAP01"	"CLK-SMB01"	"CLK-SMB01"	"clkfs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\clkfs1\Xchange"
"SE4-NTAP01"	"CLK-SMB01"	"CLK-SMB01"	"clkfs1"	"Reference"	"/Shares/REPLICATE/Reference"	"\\?\UNC\clkfs1\Reference"
"SE4-NTAP01"	"CLK-SMB01"	"CLK-SMB01"	"clkfs1"	"Studies"	"/Shares/REPLICATE/Studies"	"\\?\UNC\clkfs1\Studies"
"SE4-NTAP01"	"CLK-SMB01"	"CLK-SMB01"	"clkfs1"	"Visual_Tech"	"/Shares/REPLICATE/Visual_tech"	"\\?\UNC\clkfs1\Visual_Tech"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Shares$"	"/Shares"	"\\?\UNC\hlyfs1\Shares$"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Accounting"	"/Shares/Accounting"	"\\?\UNC\hlyfs1\Accounting"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Admin"	"/Shares/Admin"	"\\?\UNC\hlyfs1\Admin"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Architec"	"/Shares/Architec"	"\\?\UNC\hlyfs1\Architec"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"BD"	"/Shares/BD"	"\\?\UNC\hlyfs1\BD"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"BD_Archive"	"/Shares/BD_Archive"	"\\?\UNC\hlyfs1\BD_Archive"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"BDArt"	"/Shares/BDArt"	"\\?\UNC\hlyfs1\BDArt"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Civil"	"/Shares/Civil"	"\\?\UNC\hlyfs1\Civil"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"ClientStd"	"/Shares/ClientStd"	"\\?\UNC\hlyfs1\ClientStd"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Controls"	"/Shares/Controls"	"\\?\UNC\hlyfs1\Controls"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"DSS"	"/Shares/DSS"	"\\?\UNC\hlyfs1\DSS"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Electrical"	"/Shares/Electrical"	"\\?\UNC\hlyfs1\Electrical"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Enviro"	"/Shares/Enviro"	"\\?\UNC\hlyfs1\Enviro"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Fleet"	"/Shares/Fleet"	"\\?\UNC\hlyfs1\Fleet"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Generation"	"/Shares/Generation"	"\\?\UNC\hlyfs1\Generation"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"HmnRsrcs"	"/Shares/HmnRsrcs"	"\\?\UNC\hlyfs1\HmnRsrcs"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"HRPayroll"	"/Shares/HRPayroll"	"\\?\UNC\hlyfs1\HRPayroll"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"IndProco"	"/Shares/IndProco"	"\\?\UNC\hlyfs1\IndProco"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"ITES"	"/Shares/ITES"	"\\?\UNC\hlyfs1\ITES"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"ITOpsPM"	"/Shares/ITOpsPM"	"\\?\UNC\hlyfs1\ITOpsPM"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Legal"	"/Shares/Legal"	"\\?\UNC\hlyfs1\Legal"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Legal2$"	"/Shares/Legal2"	"\\?\UNC\hlyfs1\Legal2$"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Line"	"/Shares/Line"	"\\?\UNC\hlyfs1\Line"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Line_Lidar"	"/Shares/Line_Lidar"	"\\?\UNC\hlyfs1\Line_Lidar"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Mechanical"	"/Shares/Mechanical"	"\\?\UNC\hlyfs1\Mechanical"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Operations"	"/Shares/Operations"	"\\?\UNC\hlyfs1\Operations"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"OpsDivMgmt"	"/Shares/OpsDivMgmt"	"\\?\UNC\hlyfs1\OpsDivMgmt"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"OpsMgmt"	"/Shares/OpsMgmt"	"\\?\UNC\hlyfs1\OpsMgmt"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"PCI"	"/Shares/PCI"	"\\?\UNC\hlyfs1\PCI"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"PD_DistMgmt"	"/Shares/PD_DistMgmt"	"\\?\UNC\hlyfs1\PD_DistMgmt"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Powernetdocs"	"/Shares/Powernetdocs"	"\\?\UNC\hlyfs1\Powernetdocs"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Printroom_Requests"	"/Shares/Printroom_Requests"	"\\?\UNC\hlyfs1\Printroom_Requests"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Projects"	"/Shares/Projects"	"\\?\UNC\hlyfs1\Projects"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"ProjectShare"	"/Shares/ProjectShare"	"\\?\UNC\hlyfs1\ProjectShare"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Rebis"	"/Shares/Rebis"	"\\?\UNC\hlyfs1\Rebis"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Reference"	"/Shares/Reference"	"\\?\UNC\hlyfs1\Reference"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Studies"	"/Shares/Studies"	"\\?\UNC\hlyfs1\Studies"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Substation"	"/Shares/Substation"	"\\?\UNC\hlyfs1\Substation"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"TanDpm"	"/Shares/TanDpm"	"\\?\UNC\hlyfs1\TanDpm"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"TanDproco"	"/Shares/TanDproco"	"\\?\UNC\hlyfs1\TanDproco"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"TanDProdMgmt"	"/Shares/TanDProdMgmt"	"\\?\UNC\hlyfs1\TanDProdMgmt"
"SE4-NTAP01"	"HLY-SMB01"	"HLY-SMB01"	"hlyfs1"	"Xchange"	"/Shares/Xchange"	"\\?\UNC\hlyfs1\Xchange"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"Shares$"	"/Shares"	"\\?\UNC\itofs1\Shares$"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\itofs1\Xchange"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"Admin"	"/Shares/REPLICATE/Admin"	"\\?\UNC\itofs1\Admin"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"Facilities"	"/Shares/REPLICATE/Facilities"	"\\?\UNC\itofs1\Facilities"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"HHMI"	"/Shares/REPLICATE/HHMI"	"\\?\UNC\itofs1\HHMI"
"SE4-NTAP01"	"ITO-SMB01"	"ITO-SMB01"	"itofs1"	"Substation"	"/Shares/REPLICATE/Substation"	"\\?\UNC\itofs1\Substation"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Shares$"	"/Shares"	"\\?\UNC\ptlfs1\Shares$"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\ptlfs1\Xchange"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Environmental"	"/Shares/REPLICATE/Environmental"	"\\?\UNC\ptlfs1\Environmental"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Line"	"/Shares/REPLICATE/Line"	"\\?\UNC\ptlfs1\Line"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"PD_DistMgmt"	"/Shares/REPLICATE/PD_DistMgmt"	"\\?\UNC\ptlfs1\PD_DistMgmt"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Projects"	"/Shares/REPLICATE/Projects"	"\\?\UNC\ptlfs1\Projects"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Studies"	"/Shares/REPLICATE/Studies"	"\\?\UNC\ptlfs1\Studies"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Substation"	"/Shares/REPLICATE/Substation"	"\\?\UNC\ptlfs1\Substation"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"Cad"	"/Shares/REPLICATE/Substation/Cad"	"\\?\UNC\ptlfs1\Cad"
"SE4-NTAP01"	"PTL-SMB01"	"PTL-SMB01"	"ptlfs1"	"UpdateManager"	"/Shares/REPLICATE/UpdateManager"	"\\?\UNC\ptlfs1\UpdateManager"
"SE4-NTAP01"	"SE4-SMB01"	"SE4-SMB01"	"se4fs1"	"Shares$"	"/Shares"	"\\?\UNC\se4fs1\Shares$"
"SE4-NTAP01"	"SE4-SMB01"	"SE4-SMB01"	"se4fs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\se4fs1\Xchange"
"SE4-NTAP01"	"SE4-SMB01"	"SE4-SMB01"	"se4fs1"	"Archive"	"/Shares/REPLICATE/Archive"	"\\?\UNC\se4fs1\Archive"
"SE4-NTAP01"	"SE4-SMB01"	"SE4-SMB01"	"se4fs1"	"UpdateManager"	"/Shares/REPLICATE/UpdateManager"	"\\?\UNC\se4fs1\UpdateManager"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"Shares$"	"/Shares"	"\\?\UNC\vanfs1\Shares$"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\vanfs1\Xchange"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"Corp_PTE"	"/Shares/REPLICATE/Corp_PTE"	"\\?\UNC\vanfs1\Corp_PTE"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"Software"	"/Shares/REPLICATE/Software"	"\\?\UNC\vanfs1\Software"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"TnDtesting"	"/Shares/REPLICATE/TnDtesting"	"\\?\UNC\vanfs1\TnDtesting"
"SE4-NTAP01"	"VAN-SMB01"	"VAN-SMB01"	"vanfs1"	"Training"	"/Shares/REPLICATE/Training"	"\\?\UNC\vanfs1\Training"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"Shares$"	"/Shares"	"\\?\UNC\adcfs1\Shares$"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"Xchange"	"/Shares/NONREPLICATE/Xchange"	"\\?\UNC\adcfs1\Xchange"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"Line"	"/Shares/REPLICATE/Line"	"\\?\UNC\adcfs1\Line"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"PD_DistMgmt"	"/Shares/REPLICATE/PD_DistMgmt"	"\\?\UNC\adcfs1\PD_DistMgmt"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"Reference"	"/Shares/REPLICATE/Reference"	"\\?\UNC\adcfs1\Reference"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"Studies"	"/Shares/REPLICATE/Studies"	"\\?\UNC\adcfs1\Studies"
"YYC01-NTAP01"	"YYC01-SMB01"	"YYC01-SMB01"	"adcfs1"	"UpdateManager"	"/Shares/REPLICATE/UpdateManager"	"\\?\UNC\adcfs1\UpdateManager"
