"Acl"	"AttributeCacheTtl"	"CifsServer"	"Comment"	"DirUmask"	"FileUmask"	"ForceGroupForCreate"	"MaxConnectionsPerShare"	"NcController"	"OfflineFilesMode"	"Path"	"ShareName"	"ShareProperties"	"SymlinkProperties"	"Volume"	"VscanFileopProfile"	"Vserver"	"AttributeCacheTtlSpecified"	"DirUmaskSpecified"	"FileUmaskSpecified"	"MaxConnectionsPerShareSpecified"
"System.String[]"		"AT4-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"AT4-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AT4-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"AT4-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AT4-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"AT4-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/FAC_Elec-cntls"	"FAC_Elec-Cntls"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/FAC_Proj_Mgmt"	"FAC_Proj_Mgmt"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/FAC_Shared"	"FAC_Shared"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/generation"	"Generation"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/MultiDept"	"MultiDept"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/PTE"	"PTE"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Standards"	"Standards"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Studies"	"Studies"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/TanDpm"	"TanDpm"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ATL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ATL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BIR-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"BIR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BIR-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"BIR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BIR-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Hardy_Archive"	"Hardy_Archive"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"BIR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BIR-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Projects"	"Projects"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"BIR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Line"	"Line"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/SAS"	"SAS"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FMC-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FMC-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Environmental"	"Environmental"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Line"	"Line"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/PD_DistMgmt"	"PD_DistMgmt"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"FTL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"FTL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/NONREPLICATE/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_NONREPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Line"	"Line"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/PCI"	"PCI"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/PD_DistMgmt"	"PD_DistMgmt"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/RAM_120"	"RAM_120"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Reference"	"Reference"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/SAS"	"SAS"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ORL-SMB01"					"4294967295"	"AT4-NTAP01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"vol_SMB_REPLICATE_01"	"standard"	"ORL-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"APLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"APLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"APLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Facilities"	"Facilities"	"System.String[]"	"System.String[]"	"SMDV_vol_APL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"APLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"APLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Industrial"	"Industrial"	"System.String[]"	"System.String[]"	"SMDV_vol_APL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"APLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ARBDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"ARBDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ARBDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Line"	"Line"	"System.String[]"	"System.String[]"	"SMDV_vol_ARB_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ARBDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ARBDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/PD_DistMgmt"	"PD_DistMgmt"	"System.String[]"	"System.String[]"	"SMDV_vol_ARB_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ARBDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ARBDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/SAS"	"SAS"	"System.String[]"	"System.String[]"	"SMDV_vol_ARB_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ARBDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ARBDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"SMDV_vol_ARB_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ARBDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ASTDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"ASTDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ASTDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Archived_Projects"	"Archived_Projects"	"System.String[]"	"System.String[]"	"SMDV_vol_AST_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ASTDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ASTDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Austin_Projects"	"Austin_Projects"	"System.String[]"	"System.String[]"	"SMDV_vol_AST_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ASTDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"ASTDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Austin_Resources"	"Austin_Resources"	"System.String[]"	"System.String[]"	"SMDV_vol_AST_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ASTDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AT4DR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"AT4DR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"AT4DR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"SMDV_vol_AT4_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AT4DR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/FAC_Elec-cntls"	"FAC_Elec-Cntls"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/FAC_Proj_Mgmt"	"FAC_Proj_Mgmt"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/FAC_Shared"	"FAC_Shared"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/generation"	"Generation"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/MultiDept"	"MultiDept"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/PTE"	"PTE"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Standards"	"Standards"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Studies"	"Studies"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/TanDpm"	"TanDpm"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"ATLDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"SMDV_vol_ATL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"ATLDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"AUGDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"AUGDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"AUGDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Projects"	"Projects"	"System.String[]"	"System.String[]"	"SMDV_vol_AUG_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AUGDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"AUGDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"SMDV_vol_AUG_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AUGDR-SMB02"	"False"	"False"	"False"	"True"
"System.String[]"		"AUSDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"AUSDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AUSDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Enviro"	"Enviro"	"System.String[]"	"System.String[]"	"SMDV_vol_AUS_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AUSDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AUSDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Line"	"Line"	"System.String[]"	"System.String[]"	"SMDV_vol_AUS_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AUSDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"AUSDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"SMDV_vol_AUS_SMB01_vol_SMB_REPLICATE_01"	"standard"	"AUSDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/AppsScm_Backups"	"AppsScm_Backups"	"System.String[]"	"System.String[]"	"vol_SMB_AppsScm_Backups_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/ArcGIS_HA"	"ArcGIS_HA$"	"System.String[]"	"System.String[]"	"vol_SMB_ArcGIS_HA_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/AUS_GIS"	"AUS_GIS"	"System.String[]"	"System.String[]"	"vol_SMB_AUS_GIS_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/CAE_Apps"	"CAE-Apps"	"System.String[]"	"System.String[]"	"vol_SMB_CAE_Apps_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/CMSoftware"	"CMSoftware"	"System.String[]"	"System.String[]"	"vol_SMB_SCCMSoftware_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Departments/CAE"	"CAE"	"System.String[]"	"System.String[]"	"vol_SMB_CAE_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Env_GIS"	"Env_GIS"	"System.String[]"	"System.String[]"	"vol_SMB_Env_GIS_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Facilities"	"Facilities"	"System.String[]"	"System.String[]"	"vol_SMB_Facilities_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Generation"	"Generation"	"System.String[]"	"System.String[]"	"vol_SMB_Generation_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/IEB"	"IEB"	"System.String[]"	"System.String[]"	"vol_SMB_IEB_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/PD_Scans"	"PD_Scans"	"System.String[]"	"System.String[]"	"vol_SMB_PD_Scans_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Projects"	"Projects"	"System.String[]"	"System.String[]"	"vol_SMB_Projects_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Reference"	"Reference"	"System.String[]"	"System.String[]"	"vol_SMB_Reference_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/SQL_DB_Backups"	"SQL_DB_Backups"	"System.String[]"	"System.String[]"	"vol_SMB_SQL_DB_Backups_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"vol_SMB_UpdateManager_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BDC-SVMAFS01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/Xchange"	"Xchange"	"System.String[]"	"System.String[]"	"vol_SMB_Xchange_01"	"standard"	"BDC-SVMA01"	"False"	"False"	"False"	"True"
"System.String[]"		"BILDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"BILDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BILDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Scada"	"Scada"	"System.String[]"	"System.String[]"	"SMDV_vol_BIL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"BILDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BILDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/Substation"	"Substation"	"System.String[]"	"System.String[]"	"SMDV_vol_BIL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"BILDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BILDR-SMB01"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares/REPLICATE/UpdateManager"	"UpdateManager"	"System.String[]"	"System.String[]"	"SMDV_vol_BIL_SMB01_vol_SMB_REPLICATE_01"	"standard"	"BILDR-SMB01"	"False"	"False"	"False"	"True"
"System.String[]"		"BIRDR-SMB02"					"4294967295"	"BDC-CDOTCLST01"	"manual"	"/Shares"	"Shares$"	"System.String[]"	"System.String[]"	"JP_vol_Shares"	"standard"	"BIRDR-SMB02"	"False"	"False"	"False"	"True"
