"ShareName"	"Directories"	"Files"	"TotalSize"	"LT1Count"	"LT1Size"	"GE1Count"	"GE1Size"	"GE2Count"	"GE2Size"	"GE3Count"	"GE3Size"	"GE4Count"	"GE4Size"	"GE5Count"	"GE5Size"	"GE6Count"	"GE6Size"	"GE7Count"	"GE7Size"	"GE8Count"	"GE8Size"	"GE9Count"	"GE9Size"	"GE10Count"	"GE10Size"
"\\kckfs1\KCK_Office"	"785"	"8348"	"8047489132"	"12"	"6353217"	"8336"	"8041135915"	"8321"	"8033962277"	"8317"	"8033333757"	"8301"	"8029854494"	"8250"	"7751572133"	"8090"	"6830896402"	"7702"	"5047080355"	"7427"	"4308695517"	"6918"	"3720689099"	"6575"	"3411018309"
"\\kckfs1\Line"	"65030"	"1320869"	"8355833827072"	"10283"	"972421009681"	"1310586"	"7383412817391"	"1281901"	"6182401759893"	"1246070"	"5526466988849"	"1198904"	"4946079430427"	"1114313"	"4317949904191"	"858229"	"3312059938441"	"686138"	"2357462027716"	"530411"	"1636251054800"	"447511"	"1324067032371"	"374364"	"1011883531280"
"\\kckfs1\SAS"	"11360"	"126160"	"134936340480"	"1"	"23040"	"126159"	"134936317440"	"126159"	"134936317440"	"126159"	"134936317440"	"126159"	"134936317440"	"126158"	"134936314605"	"126157"	"134936271597"	"125927"	"132495015575"	"107509"	"113940179299"	"104623"	"109541462980"	"96808"	"95184738715"
"\\kckfs1\Shares$"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"\\kckfs1\Substation"	"22301"	"233308"	"433179873756"	"1468"	"775652458"	"231840"	"432404221298"	"231574"	"432275052650"	"230805"	"431170528781"	"222751"	"424109116162"	"209283"	"399965300482"	"185935"	"357659768103"	"160125"	"311806677270"	"104383"	"176913814663"	"65962"	"68699051710"	"51510"	"40384288865"
"\\kckfs1\Xchange"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
